Unnamed: 0,Category,Response_preprocessed
152,OutOfOffice,I am out of the office and will return on Monday 5/9/2022  I will. review messages when I return.
7453,AgreedToMeet,9820074103 is my number
695,Unsubscribed,Wrong email address
4721,SeekingMoreInfo,we require chemicals for detergent and cosmetic manufacturer
8619,SeekingMoreInfo,Please find attached my CV for this position. Kind
1739,SupportAutoResponse,Cyber Fraud Warning We are continually aware of the significant and increasing risks posed by cybercrime and fraud and specifically the targeting of email accounts and bank account details. We will never notify you of a change in our bank account details via email and we will not accept responsibility if money is transferred into an incorrect account
3002,MovedOut,Thank you for your email. Dan Evans is no longer with Western Reserve Hospital as of August 27th and unfortunately can no longer answer your email. Please direct your inquiries to Ryan Burnett at rburnett@westernreservehospital.org or 330 255-3053
168,OutOfOffice,I will be out of the office until 113 with limited access to email and voicemail.  If you need  assistance with data please open a ServiceNow ticket.If you need immediate assistance I may be reached on my cell phone at 407.304.6805.Thank youMeredith
9073,ConnectLater, I am very satisfied with my current position at BioNTech and do not want to change in the foreseeable future.Best
6170,ConnectLater,I hope you are doing well. Thank you for reaching out regarding the Commercial Manager role at the waste to energy company. Unfortunately I do not think I have the core skills for this role and as such will not be an ideal fit. I will go through my contacts to see whether I can recommend anyone that would be most suitable. Enjoy the rest of your day.Kind
2866,OutOfOffice,I am out of office for a summer break with no access to my emails andwill be back on September 5th 2022.For any HR topics related to Dubai Office please send an email tosoufia.naim@jumia.com.For any HR topics related to Porto Tech Center please send an emailto hrptc@jumia.com.For any escalation please reach out to Pauline Bouteiller.Best
8811,SeekingMoreInfo,As per talk held with you for empanellement with your esteemed organization it will be a great honour for us to associate  empanelled with you.  we are specialized in I. T Software Industries recruiter and also recruiting non IT sector. nbsp I hope you will consider and do the needful for the same. An early and positive reply is solicited
4185,SeekingMoreInfo,No problem at all - I figured as much from that part of the job spec.Happy to discuss other current or potential future opportunities withinClimateTechEnergy Transition VCPE Corporate Development MA and strategyconsulting at the Sr. Associate or Investment Manager level in London.BestTyler
9943,MovedOut,I am no longer employeed by NeighborWorks America.  If you have an emergency please contact the Service Desk at ServiceDesk@nw.org or call 202-760-4111.
2884,OutOfOffice,Thank you for your email. I am in the office but in a series of workshops and my responses will be delayed. This week our teams are also recruiting at the National Society of Black Engineers career fair  Hope youre checking out our website
3721,ConnectLater,Please avoid last mail. 
3032,OutOfOffice,I am currently out of the office with limited access to email and phone. I will respond your email on my return. Thanks.
6347,SeekingMoreInfo,What is the cost
8799,Deactivated,Thanks for your email and apologies for the delay in ny response.Whilst the role sounds interesting and aligns with my experience I amcurrently not searching for new opportunities.
10201,OutOfOffice,I am currently on maternity leave. Please refer to my colleagues for the following items:Heathrow Capital Works Commercial Management - Stacie Mastrodomenico stacie.mastrodomenico@fgould.commailto:stacie.mastrodomenico@fgould.comHeathrow Capital Works H7 Planning - Nigel Bingham Nigel.Bingham@heathrow.commailto:Nigel.Bingham@heathrow.comAll other items - Paul Doherty Paul-LHR.Doherty@heathrow.commailto:Paul-LHR.Doherty@heathrow.comCONFIDENTIAL
4329,OutOfOffice,I will be out of the office traveling for business the week of 10/11 with email responses likely delayed. If you need immediate assistance please text me @ 586-899-4873
3838,AgreedToMeet,Thanks Ajeet. Whats your number Ishan
8928,SeekingMoreInfo,I think I already know Diana Davidson from her work with Energy Deck. Not sure the intro is valid. 
2277,BrochureSent,Please send me the combined franchise brochure as separate attachment sinceI cant open it.
7511,OutOfOffice,Thanks for your email. As I am currently on my maternity break pleasereach out to shashwat.mitra@appdirect.com or hr@appdirect.com
7952,SeekingMoreInfo,Which Cosmetic Raw materials you need Kindly confirmly name please. 
609,Deactivated,not interested
5667,ConnectLater,Bonjour Je suis en vacances et serai de retour le 11 juillet 2022 je prendrai connaissance de votre courriel xc3xa0 mon retour. Pour toute urgence SVP communiquez avec Alexandre Quessy au 819-680-1926 ou xc3xa0 ladresse courriel suivante mailto:alexq@pro-mecelite.com alexq@pro-mecelite.com . xc3x80 noter que mes courriels ne sont pas redirigxc3xa9s automatiquement. Merci Frxc3xa9dxc3xa9rick Lavergne directeur de production tel:8196766674 819 676-6674 mailto:frederickl@pro-mecelite.com frederickl@pro-mecelite.com1330 boul. Ducharme La Tuque QC G9X 3C4Txc3xa9l. : tel:8195238229 819 523-8229 xe2x80xa2 Txc3xa9lxc3xa9c. : tel:8195236997 819 523-6997
4598,AgreedToMeet, Thanks for the email.  Having read the description I am not sure the opportunity is at quite the right level of seniority.  Having said that happy to discuss if you think it is worthwhile. My number is 07765778195. 
3496,OutOfOffice,I am on holiday returning on Wednesday 20th July.I will respond upon my return.LeeCONFIDENTIALITY AND PRIVACY
8344,ReferredSomeone,Amit will speak to you
429,OutOfOffice,I am currently away on Holiday.I will reply upon my return on Tuesday the 21st of June.Any issues please contact Aaron Day Aaron.day@collins.com
7551,SeekingMoreInfo,Please provide a quote for detailing SDS2 software and a schedule of detailing time for each scope item per below.  I sent the drawings specs  addendums via a drop box link. 
6811,OutOfOffice,"I am offsite this week. 
"
6148,BrochureSent,If any brochures please send to check if we can cooperate as Unfortunately I didnt attend the previous seminar.
427,OutOfOffice,I am currently out of the office on Vacation. Our offices are closed Monday 74 for the holiday. I will be back in the office on Monday 711. I will have limited access to emailcell but will do my best to respond as needed while out. If you need immediate attention please contact Tim Bradshaw @ 803-587-0548.
